time,lasttime,lat,lng,speed,course,altitude,comment,Unit,hour,c,unit2
2018-08-26 06:38:00,2018-08-26 06:16:00,39.07983,-77.60417,0.0,191.0,128.0,RESTON BIKE EVENT SUPPORT,RBCSAG-04,10.0,tab:gray,SAG-04
2018-08-26 06:38:00,2018-08-26 06:36:00,38.986290000000004,-77.34215,28.0,325.0,175.0,KG4TIH Beacon #1,RBCSAG-01,10.0,tab:brown,SAG-01
2018-08-26 06:38:00,2018-08-26 06:51:00,38.958,-77.35683,0.0,13.0,181.0,RBCBIK-1.KS1G.LARG,RBCBIK-01,10.0,tab:olive,BIK-01
2018-08-26 06:39:00,2018-08-26 06:39:00,38.99297,-77.33731,62.0,14.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:39:00,2018-08-26 06:38:00,38.9515,-77.36783,0.0,29.0,126.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,10.0,tab:cyan,SAG-09
2018-08-26 06:39:00,2018-08-26 06:36:00,38.986290000000004,-77.34215,28.0,325.0,175.0,KG4TIH Beacon #1,RBCSAG-01,10.0,tab:brown,SAG-01
2018-08-26 06:39:00,2018-08-26 06:51:00,38.958,-77.35683,0.0,13.0,181.0,RBCBIK-1.KS1G.LARG,RBCBIK-01,10.0,tab:olive,BIK-01
2018-08-26 06:39:00,2018-08-26 06:16:00,39.07983,-77.60417,0.0,191.0,128.0,RESTON BIKE EVENT SUPPORT,RBCSAG-04,10.0,tab:gray,SAG-04
2018-08-26 06:40:00,2018-08-26 06:16:00,39.07983,-77.60417,0.0,191.0,128.0,RESTON BIKE EVENT SUPPORT,RBCSAG-04,10.0,tab:gray,SAG-04
2018-08-26 06:40:00,2018-08-26 06:51:00,38.958,-77.35683,0.0,13.0,181.0,RBCBIK-1.KS1G.LARG,RBCBIK-01,10.0,tab:olive,BIK-01
2018-08-26 06:40:00,2018-08-26 06:40:00,38.99477,-77.33638,27.0,323.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:40:00,2018-08-26 06:38:00,38.9515,-77.36783,0.0,29.0,126.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,10.0,tab:cyan,SAG-09
2018-08-26 06:40:00,2018-08-26 06:36:00,38.986290000000004,-77.34215,28.0,325.0,175.0,KG4TIH Beacon #1,RBCSAG-01,10.0,tab:brown,SAG-01
2018-08-26 06:41:00,2018-08-26 06:36:00,38.986290000000004,-77.34215,28.0,325.0,175.0,KG4TIH Beacon #1,RBCSAG-01,10.0,tab:brown,SAG-01
2018-08-26 06:41:00,2018-08-26 06:51:00,38.958,-77.35683,0.0,13.0,181.0,RBCBIK-1.KS1G.LARG,RBCBIK-01,10.0,tab:olive,BIK-01
2018-08-26 06:41:00,2018-08-26 06:41:00,39.00119,-77.3463,72.0,302.0,,KN4MHS,RBC-SAG-11-ios,10.0,tab:purple,SAG-11
2018-08-26 06:41:00,2018-08-26 06:38:00,38.9515,-77.36783,0.0,29.0,126.0,Reston Bike Club SAG-9 KG4TIH,RBCSAG-09,10.0,tab:cyan,SAG-09
2018-08-26 06:41:00,2018-08-26 06:16:00,39.07983,-77.60417,0.0,191.0,128.0,RESTON BIKE EVENT SUPPORT,RBCSAG-04,10.0,tab:gray,SAG-04
2018-08-26 06:42:00,2018-08-26 06:16:00,39.07983,-77.60417,0.0,191.0,128.0,RESTON BIKE EVENT SUPPORT,RBCSAG-04,10.0,tab:gray,SAG-04
